"Date","Price","Open","High","Low","Vol.","Change %"
"May 06, 2008","5,144.65","5,192.35","5,206.50","5,110.90","131.31M","-0.92%"
"May 05, 2008","5,192.25","5,227.25","5,254.50","5,182.60","125.63M","-0.69%"
"May 02, 2008","5,228.20","5,265.30","5,298.85","5,197.60","131.24M","1.21%"
"Apr 30, 2008","5,165.90","5,198.35","5,230.75","5,155.85","146.21M","-0.57%"
"Apr 29, 2008","5,195.50","5,092.40","5,210.90","5,082.15","214.91M","2.08%"
"Apr 28, 2008","5,089.65","5,112.50","5,147.45","5,079.15","110.78M","-0.43%"
"Apr 25, 2008","5,111.70","4,999.15","5,117.70","4,999.15","134.45M","2.24%"
"Apr 24, 2008","4,999.85","5,022.90","5,072.70","4,991.35","154.29M","-0.46%"
"Apr 23, 2008","5,022.80","5,044.35","5,083.50","5,003.55","144.56M","-0.52%"
"Apr 22, 2008","5,049.30","5,037.05","5,074.25","4,994.05","126.75M","0.24%"
"Apr 21, 2008","5,037.00","4,955.90","5,053.40","4,955.90","110.42M","1.59%"
"Apr 17, 2008","4,958.40","4,890.60","4,984.95","4,889.65","135.28M","1.45%"
"Apr 16, 2008","4,887.30","4,881.65","4,951.40","4,874.05","137.21M","0.16%"
"Apr 15, 2008","4,879.65","4,779.95","4,917.10","4,708.30","152.08M","2.13%"
"Apr 11, 2008","4,777.80","4,734.35","4,817.40","4,727.25","132.77M","0.95%"
"Apr 10, 2008","4,733.00","4,747.55","4,799.50","4,720.90","150.14M","-0.30%"
"Apr 09, 2008","4,747.05","4,707.05","4,758.25","4,667.50","101.41M","0.79%"
"Apr 08, 2008","4,709.65","4,760.65","4,769.55","4,677.80","113.75M","-1.08%"
"Apr 07, 2008","4,761.20","4,631.35","4,798.55","4,628.80","124.93M","2.46%"
"Apr 04, 2008","4,647.00","4,766.70","4,791.70","4,632.70","131.51M","-2.61%"
"Apr 03, 2008","4,771.60","4,753.90","4,833.25","4,738.20","124.59M","0.37%"
"Apr 02, 2008","4,754.20","4,741.40","4,916.75","4,741.40","114.66M","0.31%"
"Apr 01, 2008","4,739.55","4,735.65","4,800.75","4,628.75","119.88M","0.11%"
"Mar 31, 2008","4,734.50","4,942.15","4,947.00","4,703.85","147.20M","-4.20%"
"Mar 28, 2008","4,942.00","4,830.00","4,970.80","4,796.35","162.59M","2.31%"
"Mar 27, 2008","4,830.25","4,828.80","4,863.75","4,769.60","180.12M","0.03%"
"Mar 26, 2008","4,828.85","4,878.70","4,912.30","4,808.65","126.10M","-1.00%"
"Mar 25, 2008","4,877.50","4,616.80","4,896.80","4,616.80","142.37M","5.81%"
"Mar 24, 2008","4,609.85","4,576.80","4,649.45","4,539.80","123.98M","0.78%"
"Mar 19, 2008","4,573.95","4,534.75","4,718.40","4,533.90","158.51M","0.90%"
"Mar 18, 2008","4,533.00","4,519.90","4,617.95","4,468.55","169.44M","0.66%"
"Mar 17, 2008","4,503.10","4,745.45","4,745.45","4,482.10","143.35M","-5.11%"
"Mar 14, 2008","4,745.80","4,623.80","4,758.95","4,607.55","135.57M","2.64%"
"Mar 13, 2008","4,623.60","4,868.70","4,868.80","4,580.15","137.64M","-5.10%"
"Mar 12, 2008","4,872.00","4,869.75","5,019.20","4,854.75","135.04M","0.13%"
"Mar 11, 2008","4,865.90","4,796.30","4,888.50","4,732.85","158.76M","1.36%"
"Mar 10, 2008","4,800.40","4,767.80","4,814.95","4,620.50","155.88M","0.60%"
"Mar 07, 2008","4,771.60","4,918.30","4,918.30","4,672.25","145.78M","-3.04%"
"Mar 05, 2008","4,921.40","4,866.85","4,936.75","4,847.25","114.72M","1.17%"
"Mar 04, 2008","4,864.25","4,958.55","4,976.70","4,812.95","150.84M","-1.79%"
"Mar 03, 2008","4,953.00","5,222.80","5,222.80","4,936.05","150.74M","-5.18%"
"Feb 29, 2008","5,223.50","5,285.00","5,290.80","5,098.35","165.09M","-1.17%"
"Feb 28, 2008","5,285.10","5,266.35","5,302.85","5,227.15","107.98M","0.32%"
"Feb 27, 2008","5,268.40","5,271.40","5,368.15","5,249.75","89.57M","-0.03%"
"Feb 26, 2008","5,270.05","5,200.80","5,281.20","5,200.80","86.10M","1.33%"
"Feb 25, 2008","5,200.70","5,112.25","5,212.35","5,055.15","78.36M","1.76%"
"Feb 22, 2008","5,110.75","5,183.40","5,184.00","5,092.80","72.07M","-1.56%"
"Feb 21, 2008","5,191.80","5,156.90","5,241.35","5,120.05","89.88M","0.72%"
"Feb 20, 2008","5,154.45","5,267.15","5,267.15","5,116.30","89.87M","-2.39%"
"Feb 19, 2008","5,280.80","5,278.40","5,368.45","5,262.00","88.67M","0.07%"
"Feb 18, 2008","5,276.90","5,304.45","5,348.60","5,224.00","77.58M","-0.49%"
"Feb 15, 2008","5,302.90","5,202.85","5,315.40","5,104.75","110.54M","1.94%"
"Feb 14, 2008","5,202.00","4,944.65","5,220.25","4,944.65","106.43M","5.53%"
"Feb 13, 2008","4,929.45","4,836.55","4,986.55","4,836.55","104.07M","1.88%"
"Feb 12, 2008","4,838.25","4,877.85","4,949.60","4,820.45","102.36M","-0.39%"
"Feb 11, 2008","4,857.00","5,120.55","5,126.40","4,803.60","125.73M","-5.14%"
"Feb 08, 2008","5,120.35","5,132.10","5,173.85","5,034.25","108.95M","-0.25%"
"Feb 07, 2008","5,133.25","5,322.55","5,344.60","5,113.85","103.09M","-3.56%"
"Feb 06, 2008","5,322.55","5,470.40","5,470.40","5,257.05","106.12M","-2.94%"
"Feb 05, 2008","5,483.90","5,463.75","5,500.60","5,412.95","96.49M","0.37%"
"Feb 04, 2008","5,463.50","5,315.55","5,545.20","5,315.55","105.72M","2.75%"
"Feb 01, 2008","5,317.25","5,140.60","5,339.95","5,090.75","106.70M","3.50%"
"Jan 31, 2008","5,137.45","5,172.25","5,251.65","5,071.15","187.49M","-0.58%"
"Jan 30, 2008","5,167.60","5,283.75","5,314.30","5,142.25","101.26M","-2.14%"
"Jan 29, 2008","5,280.80","5,279.55","5,391.60","5,225.25","98.43M","0.13%"
"Jan 28, 2008","5,274.10","5,380.95","5,380.95","5,071.00","94.47M","-2.03%"
"Jan 25, 2008","5,383.35","5,035.05","5,399.25","5,035.05","105.88M","6.95%"
"Jan 24, 2008","5,033.45","5,208.00","5,357.20","4,995.80","145.35M","-3.27%"
"Jan 23, 2008","5,203.40","4,903.05","5,328.05","4,891.60","172.63M","6.21%"
"Jan 22, 2008","4,899.30","5,203.35","5,203.35","4,448.50","200.60M","-5.94%"
"Jan 21, 2008","5,208.80","5,705.00","5,705.00","4,977.10","211.34M","-8.70%"
"Jan 18, 2008","5,705.30","5,907.75","5,908.75","5,677.00","135.74M","-3.52%"
"Jan 17, 2008","5,913.20","5,937.95","6,013.15","5,880.30","127.18M","-0.38%"
"Jan 16, 2008","5,935.75","6,065.00","6,065.00","5,825.75","152.50M","-2.28%"
"Jan 15, 2008","6,074.25","6,226.35","6,260.45","6,053.30","117.68M","-2.14%"
"Jan 14, 2008","6,206.80","6,208.80","6,244.15","6,172.00","110.91M","0.11%"
"Jan 11, 2008","6,200.10","6,166.65","6,224.20","6,112.55","125.14M","0.70%"
"Jan 10, 2008","6,156.95","6,278.10","6,347.00","6,142.90","133.66M","-1.83%"
"Jan 09, 2008","6,272.00","6,287.55","6,338.30","6,231.25","120.85M","-0.25%"
"Jan 08, 2008","6,287.85","6,282.45","6,357.10","6,221.60","162.56M","0.14%"
"Jan 07, 2008","6,279.10","6,271.00","6,289.80","6,193.35","139.61M","0.08%"
"Jan 04, 2008","6,274.30","6,179.10","6,300.05","6,179.10","147.63M","1.55%"
"Jan 03, 2008","6,178.55","6,184.25","6,230.15","6,126.40","156.36M","-0.01%"
"Jan 02, 2008","6,179.40","6,144.70","6,197.00","6,060.85","110.35M","0.57%"
"Jan 01, 2008","6,144.35","6,136.75","6,165.35","6,109.85","81.31M","0.09%"
"Dec 31, 2007","6,138.60","6,095.00","6,167.75","6,095.00","85.02M","0.97%"
"Dec 28, 2007","6,079.70","6,079.55","6,098.60","6,021.90","79.58M","-0.03%"
"Dec 27, 2007","6,081.50","6,069.00","6,110.85","6,060.20","149.99M","0.18%"
"Dec 26, 2007","6,070.75","5,988.45","6,085.25","5,988.45","90.83M","1.43%"
"Dec 24, 2007","5,985.10","5,771.30","6,001.05","5,771.30","100.42M","3.79%"
"Dec 20, 2007","5,766.50","5,751.75","5,799.50","5,742.75","79.15M","0.27%"
"Dec 19, 2007","5,751.15","5,730.25","5,840.80","5,676.70","88.36M","0.15%"
"Dec 18, 2007","5,742.30","5,777.60","5,874.60","5,710.60","109.46M","-0.60%"
"Dec 17, 2007","5,777.00","6,037.95","6,039.95","5,740.60","108.21M","-4.48%"
"Dec 14, 2007","6,047.70","6,056.20","6,078.55","6,015.05","100.56M","-0.17%"
"Dec 13, 2007","6,058.10","6,159.25","6,185.40","6,040.40","120.31M","-1.64%"
"Dec 12, 2007","6,159.30","6,067.05","6,175.65","6,005.45","130.76M","1.02%"
"Dec 11, 2007","6,097.25","5,960.40","6,111.20","5,960.40","115.31M","2.29%"
"Dec 10, 2007","5,960.60","5,974.00","6,015.30","5,923.35","86.34M","-0.23%"
"Dec 07, 2007","5,974.30","5,963.60","6,042.10","5,894.80","123.11M","0.33%"
"Dec 06, 2007","5,954.70","5,941.05","6,027.05","5,919.80","154.95M","0.25%"
"Dec 05, 2007","5,940.00","5,861.90","5,949.30","5,859.95","120.15M","1.39%"
"Dec 04, 2007","5,858.35","5,870.20","5,897.25","5,840.30","107.50M","-0.11%"
"Dec 03, 2007","5,865.00","5,765.45","5,878.80","5,754.60","111.92M","1.77%"
"Nov 30, 2007","5,762.75","5,633.90","5,782.55","5,632.65","170.46M","2.27%"
"Nov 29, 2007","5,634.60","5,617.80","5,725.00","5,612.10","301.03M","0.30%"
"Nov 28, 2007","5,617.55","5,699.55","5,749.95","5,595.50","97.58M","-1.41%"
"Nov 27, 2007","5,698.15","5,729.25","5,743.55","5,655.60","96.31M","-0.59%"
"Nov 26, 2007","5,731.70","5,611.30","5,772.55","5,608.95","127.10M","2.19%"
"Nov 23, 2007","5,608.60","5,524.30","5,638.60","5,514.75","102.01M","1.62%"
"Nov 22, 2007","5,519.35","5,564.65","5,608.65","5,394.35","149.03M","-0.75%"
"Nov 21, 2007","5,561.05","5,778.80","5,790.05","5,530.85","129.73M","-3.80%"
"Nov 20, 2007","5,780.90","5,911.25","5,923.70","5,755.80","127.22M","-2.15%"
"Nov 19, 2007","5,907.65","5,908.05","5,981.80","5,893.80","104.83M","0.01%"
"Nov 16, 2007","5,906.85","5,913.15","5,948.05","5,817.40","129.79M","-0.09%"
"Nov 15, 2007","5,912.10","5,942.70","5,966.95","5,895.65","146.64M","-0.43%"
"Nov 14, 2007","5,937.90","5,703.95","5,950.20","5,700.05","173.24M","4.26%"
"Nov 13, 2007","5,695.40","5,612.35","5,758.85","5,591.60","156.34M","1.39%"
"Nov 12, 2007","5,617.10","5,660.60","5,660.60","5,477.50","138.68M","-0.81%"
"Nov 09, 2007","5,663.25","5,703.45","5,794.20","5,614.90","213.90M","-0.62%"
"Nov 08, 2007","5,698.75","5,779.30","5,780.80","5,646.75","141.33M","-1.45%"
"Nov 07, 2007","5,782.35","5,782.40","5,861.35","5,744.30","171.69M","-0.07%"
"Nov 06, 2007","5,786.50","5,847.10","5,957.20","5,759.95","244.85M","-1.04%"
"Nov 05, 2007","5,847.30","5,931.90","5,948.55","5,819.60","169.01M","-1.43%"
"Nov 02, 2007","5,932.40","5,854.85","5,944.75","5,714.25","164.84M","1.12%"
"Nov 01, 2007","5,866.45","5,903.80","6,011.95","5,837.20","270.20M","-0.58%"
"Oct 31, 2007","5,900.65","5,868.90","5,952.25","5,861.30","168.16M","0.54%"
"Oct 30, 2007","5,868.75","5,917.55","5,976.00","5,833.90","176.83M","-0.63%"
"Oct 29, 2007","5,905.90","5,708.90","5,922.50","5,708.90","173.58M","3.57%"
"Oct 26, 2007","5,702.30","5,564.25","5,716.90","5,513.35","164.40M","2.39%"
"Oct 25, 2007","5,568.95","5,499.05","5,605.95","5,469.30","188.74M","1.32%"
"Oct 24, 2007","5,496.15","5,477.60","5,577.90","5,419.40","166.88M","0.41%"
"Oct 23, 2007","5,473.70","5,185.30","5,488.50","5,176.85","145.84M","5.59%"
"Oct 22, 2007","5,184.00","5,202.75","5,247.40","5,070.90","131.80M","-0.60%"
"Oct 19, 2007","5,215.30","5,360.35","5,390.85","5,101.75","181.01M","-2.54%"
"Oct 18, 2007","5,351.00","5,551.10","5,736.80","5,269.65","202.75M","-3.75%"
"Oct 17, 2007","5,559.30","5,658.90","5,658.90","5,107.30","186.85M","-1.92%"
"Oct 16, 2007","5,668.05","5,670.65","5,708.35","5,578.45","174.11M","-0.04%"
"Oct 15, 2007","5,670.40","5,428.35","5,682.65","5,419.90","160.99M","4.46%"
"Oct 12, 2007","5,428.25","5,525.30","5,549.30","5,402.60","174.47M","-1.75%"
"Oct 11, 2007","5,524.85","5,438.90","5,532.75","5,424.25","130.84M","1.53%"
"Oct 10, 2007","5,441.45","5,328.15","5,454.70","5,328.15","184.94M","2.14%"
"Oct 09, 2007","5,327.25","5,062.65","5,348.70","5,000.95","139.86M","4.76%"
"Oct 08, 2007","5,085.10","5,186.25","5,249.30","5,024.75","111.43M","-1.94%"
"Oct 05, 2007","5,185.85","5,208.15","5,248.55","5,164.50","93.29M","-0.44%"
"Oct 04, 2007","5,208.65","5,211.65","5,233.10","5,126.05","127.31M","-0.04%"
"Oct 03, 2007","5,210.80","5,069.00","5,261.35","5,034.15","187.72M","2.80%"
"Oct 01, 2007","5,068.95","5,021.50","5,089.30","5,001.35","132.21M","0.95%"
"Sep 28, 2007","5,021.35","4,996.45","5,055.80","4,996.45","137.76M","0.42%"
"Sep 27, 2007","5,000.55","4,942.70","5,016.40","4,942.70","172.14M","1.22%"
"Sep 26, 2007","4,940.50","4,937.60","4,980.85","4,930.35","117.67M","0.03%"
"Sep 25, 2007","4,938.85","4,939.10","4,953.90","4,878.15","140.29M","0.13%"
"Sep 24, 2007","4,932.20","4,837.15","4,941.15","4,837.15","147.58M","1.96%"
"Sep 21, 2007","4,837.55","4,752.95","4,855.70","4,733.70","161.39M","1.90%"
"Sep 20, 2007","4,747.55","4,734.85","4,760.85","4,721.15","93.97M","0.32%"
"Sep 19, 2007","4,732.35","4,550.25","4,739.00","4,550.25","108.52M","4.09%"
"Sep 18, 2007","4,546.20","4,494.10","4,551.80","4,481.55","56.39M","1.15%"
"Sep 17, 2007","4,494.65","4,518.45","4,549.05","4,482.85","51.25M","-0.52%"
"Sep 14, 2007","4,518.00","4,530.00","4,582.60","4,508.85","71.20M","-0.24%"
"Sep 13, 2007","4,528.95","4,498.05","4,540.60","4,498.05","59.33M","0.71%"
"Sep 12, 2007","4,496.85","4,498.65","4,531.50","4,490.40","66.79M","-0.00%"
"Sep 11, 2007","4,497.05","4,509.65","4,538.60","4,487.15","80.05M","-0.24%"
"Sep 10, 2007","4,507.85","4,506.85","4,515.25","4,452.95","68.94M","-0.04%"
"Sep 07, 2007","4,509.50","4,518.65","4,547.75","4,499.90","58.01M","-0.20%"
"Sep 06, 2007","4,518.60","4,475.70","4,522.50","4,445.55","60.55M","0.96%"
"Sep 05, 2007","4,475.85","4,479.60","4,507.75","4,458.55","73.80M","-0.08%"
"Sep 04, 2007","4,479.25","4,481.55","4,501.30","4,460.40","72.43M","0.10%"
"Sep 03, 2007","4,474.75","4,466.65","4,490.55","4,452.40","82.24M","0.24%"
"Aug 31, 2007","4,464.00","4,412.60","4,471.30","4,403.00","83.58M","1.17%"
"Aug 30, 2007","4,412.30","4,360.35","4,422.30","4,359.75","128.10M","1.22%"
"Aug 29, 2007","4,359.30","4,317.70","4,368.60","4,226.35","85.95M","0.89%"
"Aug 28, 2007","4,320.70","4,302.40","4,329.15","4,280.60","62.00M","0.42%"
"Aug 27, 2007","4,302.60","4,193.60","4,310.00","4,193.60","62.77M","2.68%"
"Aug 24, 2007","4,190.15","4,113.05","4,201.45","4,110.05","63.18M","1.83%"
"Aug 23, 2007","4,114.95","4,160.10","4,249.85","4,100.80","94.00M","-0.92%"
"Aug 22, 2007","4,153.15","4,081.25","4,165.70","4,040.15","88.28M","1.92%"
"Aug 21, 2007","4,074.90","4,209.55","4,238.10","4,058.55","75.55M","-3.19%"
"Aug 20, 2007","4,209.05","4,108.95","4,262.60","4,108.95","68.78M","2.46%"
"Aug 17, 2007","4,108.05","4,171.10","4,171.10","4,002.20","135.96M","-1.69%"
"Aug 16, 2007","4,178.60","4,366.00","4,366.00","4,171.15","96.56M","-4.38%"
"Aug 14, 2007","4,370.20","4,373.90","4,394.30","4,354.35","43.44M","-0.08%"
"Aug 13, 2007","4,373.65","4,324.65","4,383.80","4,324.65","49.07M","0.93%"
"Aug 10, 2007","4,333.35","4,393.60","4,395.50","4,239.20","81.66M","-1.59%"
"Aug 09, 2007","4,403.20","4,462.25","4,530.05","4,390.80","78.45M","-1.32%"
"Aug 08, 2007","4,462.10","4,357.00","4,472.15","4,356.75","68.39M","2.43%"
"Aug 07, 2007","4,356.35","4,341.50","4,406.40","4,341.50","62.46M","0.39%"
"Aug 06, 2007","4,339.50","4,404.05","4,404.05","4,267.15","63.59M","-1.41%"
"Aug 03, 2007","4,401.55","4,355.75","4,428.10","4,355.75","62.86M","1.04%"
"Aug 02, 2007","4,356.35","4,356.35","4,399.75","4,327.00","71.07M","0.24%"
"Aug 01, 2007","4,345.85","4,528.85","4,532.90","4,339.75","104.23M","-4.04%"
"Jul 31, 2007","4,528.85","4,444.25","4,534.20","4,432.85","84.26M","2.00%"
"Jul 30, 2007","4,440.05","4,442.35","4,493.05","4,403.70","94.93M","-0.12%"
"Jul 27, 2007","4,445.20","4,618.65","4,618.90","4,424.25","134.57M","-3.78%"
"Jul 26, 2007","4,619.80","4,593.10","4,624.30","4,570.80","128.90M","0.68%"
"Jul 25, 2007","4,588.70","4,620.50","4,620.50","4,555.80","108.55M","-0.69%"
"Jul 24, 2007","4,620.75","4,620.05","4,647.95","4,609.75","81.34M","0.03%"
"Jul 23, 2007","4,619.35","4,564.25","4,628.45","4,547.20","76.30M","1.17%"
"Jul 20, 2007","4,566.05","4,563.75","4,600.80","4,553.80","87.67M","0.09%"
"Jul 19, 2007","4,562.10","4,500.35","4,573.00","4,496.20","84.00M","1.39%"
"Jul 18, 2007","4,499.55","4,498.65","4,510.80","4,452.85","78.47M","0.06%"
"Jul 17, 2007","4,496.75","4,497.10","4,550.25","4,488.25","98.18M","-0.34%"
"Jul 16, 2007","4,512.15","4,505.95","4,521.85","4,495.95","100.80M","0.17%"
"Jul 13, 2007","4,504.55","4,446.40","4,513.90","4,446.05","126.46M","1.31%"
"Jul 12, 2007","4,446.15","4,388.05","4,451.95","4,387.05","94.21M","1.34%"
"Jul 11, 2007","4,387.15","4,403.80","4,411.45","4,344.70","77.61M","-0.43%"
"Jul 10, 2007","4,406.05","4,419.10","4,434.45","4,393.00","72.59M","-0.30%"
"Jul 09, 2007","4,419.40","4,385.45","4,427.55","4,385.45","59.06M","0.79%"
"Jul 06, 2007","4,384.85","4,353.10","4,411.00","4,304.00","83.29M","0.71%"
"Jul 05, 2007","4,353.95","4,359.20","4,378.55","4,311.80","63.67M","-0.12%"
"Jul 04, 2007","4,359.30","4,358.25","4,386.45","4,342.00","62.53M","0.04%"
"Jul 03, 2007","4,357.55","4,315.05","4,363.35","4,313.55","60.04M","1.02%"
"Jul 02, 2007","4,313.75","4,318.40","4,346.75","4,305.45","64.31M","-0.11%"
"Jun 29, 2007","4,318.30","4,282.40","4,321.35","4,280.95","72.07M","0.85%"
"Jun 28, 2007","4,282.00","4,263.90","4,291.40","4,256.90","117.44M","0.42%"
"Jun 27, 2007","4,263.95","4,286.20","4,294.20","4,255.25","76.76M","-0.51%"
"Jun 26, 2007","4,285.70","4,259.40","4,296.15","4,250.10","78.18M","0.62%"
"Jun 25, 2007","4,259.40","4,251.40","4,264.25","4,236.30","75.53M","0.17%"
"Jun 22, 2007","4,252.05","4,267.55","4,278.85","4,242.50","65.62M","-0.36%"
"Jun 21, 2007","4,267.40","4,248.65","4,275.35","4,220.10","71.84M","0.44%"
"Jun 20, 2007","4,248.65","4,214.30","4,257.00","4,214.30","65.96M","0.82%"
"Jun 19, 2007","4,214.30","4,143.85","4,222.40","4,136.15","56.23M","1.62%"
"Jun 18, 2007","4,147.10","4,177.00","4,208.15","4,140.25","51.44M","-0.58%"
"Jun 15, 2007","4,171.45","4,186.40","4,209.45","4,153.70","62.45M","0.03%"
"Jun 14, 2007","4,170.00","4,113.20","4,174.05","4,112.85","62.82M","1.38%"
"Jun 13, 2007","4,113.05","4,155.20","4,161.80","4,102.95","63.99M","-1.01%"
"Jun 12, 2007","4,155.20","4,139.70","4,166.85","4,100.80","73.32M","0.23%"
"Jun 11, 2007","4,145.60","4,183.75","4,205.20","4,134.95","82.51M","0.01%"
"Jun 08, 2007","4,145.00","4,179.50","4,195.15","4,126.10","101.08M","-0.83%"
"Jun 07, 2007","4,179.50","4,197.60","4,230.05","4,130.50","85.73M","-0.45%"
"Jun 06, 2007","4,198.25","4,285.75","4,324.10","4,190.95","83.44M","-2.02%"
"Jun 05, 2007","4,284.65","4,268.90","4,292.50","4,249.10","77.38M","0.41%"
"Jun 04, 2007","4,267.05","4,300.70","4,362.95","4,256.45","81.07M","-0.70%"
"Jun 01, 2007","4,297.05","4,296.05","4,325.80","4,288.55","72.92M","0.03%"
"May 31, 2007","4,295.80","4,250.25","4,306.75","4,250.25","105.56M","1.09%"
"May 30, 2007","4,249.65","4,292.70","4,301.60","4,241.35","88.08M","-1.02%"
"May 29, 2007","4,293.25","4,257.60","4,298.85","4,248.90","70.65M","0.86%"
"May 28, 2007","4,256.55","4,248.35","4,295.60","4,242.80","82.69M","0.20%"
"May 25, 2007","4,248.15","4,197.85","4,256.40","4,141.35","87.03M","1.03%"
"May 24, 2007","4,204.90","4,246.20","4,250.85","4,189.05","79.31M","-0.97%"
"May 23, 2007","4,246.20","4,279.60","4,291.40","4,231.05","84.52M","-0.75%"
"May 22, 2007","4,278.10","4,263.10","4,281.60","4,234.10","85.01M","0.40%"
"May 21, 2007","4,260.90","4,217.65","4,269.35","4,217.55","92.55M","1.10%"
"May 18, 2007","4,214.50","4,216.50","4,228.45","4,177.00","68.60M","-0.12%"
"May 17, 2007","4,219.55","4,172.10","4,232.45","4,172.10","91.72M","1.17%"
"May 16, 2007","4,170.95","4,125.40","4,181.00","4,113.05","86.97M","1.23%"
"May 15, 2007","4,120.30","4,134.30","4,150.45","4,102.45","82.69M","-0.34%"
"May 14, 2007","4,134.30","4,078.80","4,151.30","4,072.45","95.13M","1.41%"
"May 11, 2007","4,076.65","4,070.20","4,094.65","3,981.15","101.59M","0.24%"
"May 10, 2007","4,066.80","4,079.60","4,134.20","4,057.55","74.02M","-0.31%"
"May 09, 2007","4,079.30","4,077.25","4,087.80","4,030.55","65.55M","0.06%"
"May 08, 2007","4,077.00","4,111.25","4,136.05","4,066.40","71.94M","-0.83%"
"May 07, 2007","4,111.15","4,117.50","4,157.65","4,103.60","62.92M","-0.15%"
"May 04, 2007","4,117.35","4,168.90","4,180.90","4,109.70","67.37M","-0.81%"
"May 03, 2007","4,150.85","4,089.45","4,161.20","4,080.75","79.37M","1.54%"
"Apr 30, 2007","4,087.90","4,081.60","4,096.90","4,028.90","74.10M","0.11%"
"Apr 27, 2007","4,083.50","4,182.00","4,182.00","4,074.30","83.11M","-2.26%"
"Apr 26, 2007","4,177.85","4,170.05","4,217.90","4,143.25","111.62M","0.25%"
"Apr 25, 2007","4,167.30","4,134.25","4,173.30","4,114.35","96.19M","0.62%"
"Apr 24, 2007","4,141.80","4,085.10","4,162.15","4,057.70","101.66M","1.39%"
"Apr 23, 2007","4,085.10","4,083.55","4,122.35","4,075.20","85.68M","0.04%"
"Apr 20, 2007","4,083.55","4,000.25","4,090.05","3,995.50","96.49M","2.15%"
"Apr 19, 2007","3,997.65","3,998.50","4,011.00","3,933.35","75.74M","-0.35%"
"Apr 18, 2007","4,011.60","3,989.60","4,039.25","3,981.75","73.77M","0.67%"
"Apr 17, 2007","3,984.95","4,014.40","4,030.00","3,976.25","83.03M","-0.71%"
"Apr 16, 2007","4,013.35","3,920.50","4,016.80","3,920.50","85.02M","2.45%"
"Apr 13, 2007","3,917.35","3,830.35","3,924.55","3,828.45","89.06M","2.28%"
"Apr 12, 2007","3,829.85","3,861.85","3,861.85","3,811.25","69.27M","-0.85%"
"Apr 11, 2007","3,862.65","3,848.35","3,876.35","3,844.75","89.11M","0.38%"
"Apr 10, 2007","3,848.15","3,844.15","3,858.35","3,819.30","77.79M","0.12%"
"Apr 09, 2007","3,843.50","3,752.90","3,850.90","3,747.25","65.50M","2.44%"
"Apr 05, 2007","3,752.00","3,735.20","3,771.45","3,709.15","75.32M","0.50%"
"Apr 04, 2007","3,733.25","3,689.75","3,751.40","3,689.75","73.93M","1.15%"
"Apr 03, 2007","3,690.65","3,633.85","3,703.05","3,632.20","63.21M","1.57%"
"Apr 02, 2007","3,633.60","3,820.00","3,820.00","3,617.00","74.49M","-4.92%"
"Mar 30, 2007","3,821.55","3,788.85","3,832.20","3,785.30","75.88M","0.62%"
"Mar 29, 2007","3,798.10","3,759.15","3,805.85","3,750.35","106.71M","0.98%"
"Mar 28, 2007","3,761.10","3,818.75","3,830.30","3,752.95","78.53M","-1.54%"
"Mar 26, 2007","3,819.95","3,863.45","3,885.45","3,768.25","66.32M","-1.06%"
"Mar 23, 2007","3,861.05","3,876.75","3,901.75","3,850.80","85.38M","-0.38%"
"Mar 22, 2007","3,875.90","3,764.50","3,881.00","3,764.50","89.00M","2.96%"
"Mar 21, 2007","3,764.55","3,697.70","3,771.20","3,680.60","72.87M","1.81%"
"Mar 20, 2007","3,697.60","3,680.35","3,725.00","3,676.65","69.48M","0.51%"
"Mar 19, 2007","3,678.90","3,611.30","3,683.35","3,602.85","45.71M","1.95%"
"Mar 16, 2007","3,608.55","3,639.35","3,683.60","3,573.85","60.52M","-0.96%"
"Mar 15, 2007","3,643.60","3,644.90","3,711.05","3,630.55","73.33M","0.07%"
"Mar 14, 2007","3,641.10","3,768.40","3,768.40","3,623.00","82.02M","-3.43%"
"Mar 13, 2007","3,770.55","3,735.25","3,775.85","3,717.15","76.58M","0.96%"
"Mar 12, 2007","3,734.60","3,717.45","3,781.45","3,713.90","89.73M","0.45%"
"Mar 09, 2007","3,718.00","3,761.85","3,795.70","3,684.25","114.55M","-1.16%"
"Mar 08, 2007","3,761.65","3,627.25","3,779.50","3,626.80","100.82M","3.72%"
"Mar 07, 2007","3,626.85","3,661.55","3,714.15","3,568.55","92.65M","-0.79%"
"Mar 06, 2007","3,655.65","3,577.15","3,679.15","3,576.65","94.56M","2.21%"
"Mar 05, 2007","3,576.50","3,726.50","3,726.65","3,554.50","110.23M","-4.03%"
"Mar 02, 2007","3,726.75","3,811.65","3,842.05","3,711.05","96.44M","-2.22%"
"Mar 01, 2007","3,811.20","3,745.40","3,818.75","3,718.15","108.27M","1.76%"
"Feb 28, 2007","3,745.30","3,893.40","3,893.40","3,674.85","142.56M","-3.82%"
"Feb 27, 2007","3,893.90","3,948.05","3,958.00","3,873.85","75.81M","-1.22%"
"Feb 26, 2007","3,942.00","3,939.10","3,958.90","3,856.70","85.99M","0.08%"
"Feb 23, 2007","3,938.95","4,046.00","4,065.45","3,918.20","91.14M","-2.50%"
"Feb 22, 2007","4,040.00","4,096.65","4,126.90","4,023.15","120.63M","-1.37%"
"Feb 21, 2007","4,096.20","4,107.15","4,132.80","4,080.90","72.02M","-0.26%"
"Feb 20, 2007","4,106.95","4,164.85","4,175.45","4,099.55","63.12M","-1.38%"
